"Source","SourceLabels","Relation","Target","TargetLabels"
"溃疡病、炎症、胃底食管静脉曲张、反流性食管炎、Mallory-Weiss综合征、胆道出血及胰腺炎","Cause","cause","呕血与黑便","Symptom"
"吞咽困难","Symptom","cause","食管疾病","Cause"
"食管疾病","Cause","cause","吞咽困难","Symptom"
"瑞芬太尼","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","瑞芬太尼","Drug"
"意美","Drug","adverseReactions","胃食管返流性疾病","AdverseReactions"
"胃食管返流性疾病","AdverseReactions","adverseReactions","意美","Drug"
"美洛昔康","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","美洛昔康","Drug"
"美洛昔康","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","美洛昔康","Drug"
"悦亭","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","悦亭","Drug"
"吡柔比星","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","吡柔比星","Drug"
"唑来膦酸","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","唑来膦酸","Drug"
"伊迈格","Drug","adverseReactions","食管出血","Symptom"
"食管出血","Symptom","adverseReactions","伊迈格","Drug"
"锐思力","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","锐思力","Drug"
"拉替拉韦钾片","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","拉替拉韦钾片","Drug"
"注射用帕瑞昔布钠","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","注射用帕瑞昔布钠","Drug"
"注射用帕瑞昔布钠","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","注射用帕瑞昔布钠","Drug"
"硝苯地平","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","硝苯地平","Drug"
"埃索美拉唑肠溶胶囊","Drug","adverseReactions","食管静脉曲张","Complication"
"食管静脉曲张","Complication","adverseReactions","埃索美拉唑肠溶胶囊","Drug"
"埃索美拉唑肠溶胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","埃索美拉唑肠溶胶囊","Drug"
"埃索美拉唑肠溶胶囊","Drug","adverseReactions","急性食管炎","AdverseReactions"
"急性食管炎","AdverseReactions","adverseReactions","埃索美拉唑肠溶胶囊","Drug"
"埃索美拉唑肠溶胶囊","Drug","adverseReactions","食管疾病","AdverseReactions"
"食管疾病","AdverseReactions","adverseReactions","埃索美拉唑肠溶胶囊","Drug"
"西地那非","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","西地那非","Drug"
"西地那非","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","西地那非","Drug"
"安西他滨","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","安西他滨","Drug"
"倍迪宁","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","倍迪宁","Drug"
"吲哚美辛","Drug","adverseReactions","食管溃疡","AdverseReactions"
"食管溃疡","AdverseReactions","adverseReactions","吲哚美辛","Drug"
"硝苯地平缓释片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","硝苯地平缓释片","Drug"
"洛匹那韦利托那韦","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","洛匹那韦利托那韦","Drug"
"吉西他滨","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","吉西他滨","Drug"
"吉西他滨","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","吉西他滨","Drug"
"盐酸多西环素胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸多西环素胶囊","Drug"
"柔红霉素","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","柔红霉素","Drug"
"柔红霉素","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","柔红霉素","Drug"
"恒扬","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","恒扬","Drug"
"阿糖胞苷","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","阿糖胞苷","Drug"
"兰索拉唑肠溶胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","兰索拉唑肠溶胶囊","Drug"
"兰索拉唑肠溶胶囊","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","兰索拉唑肠溶胶囊","Drug"
"丁溴东莨菪碱","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","丁溴东莨菪碱","Drug"
"伊达比星","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","伊达比星","Drug"
"伊达比星","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","伊达比星","Drug"
"美洛昔康分散片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","美洛昔康分散片","Drug"
"盐酸多西环素胶丸","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸多西环素胶丸","Drug"
"尼洛替尼胶囊","Drug","adverseReactions","食管裂孔疝","Disease"
"食管裂孔疝","Disease","adverseReactions","尼洛替尼胶囊","Drug"
"尼洛替尼胶囊","Drug","adverseReactions","食管绞痛","AdverseReactions"
"食管绞痛","AdverseReactions","adverseReactions","尼洛替尼胶囊","Drug"
"尼松","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","尼松","Drug"
"伊班膦酸钠","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","伊班膦酸钠","Drug"
"阿仑膦酸钠维d3片","Drug","adverseReactions","食管溃疡","AdverseReactions"
"食管溃疡","AdverseReactions","adverseReactions","阿仑膦酸钠维d3片","Drug"
"阿仑膦酸钠维d3片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","阿仑膦酸钠维d3片","Drug"
"阿仑膦酸钠维d3片","Drug","adverseReactions","食管糜烂","AdverseReactions"
"食管糜烂","AdverseReactions","adverseReactions","阿仑膦酸钠维d3片","Drug"
"甲泼尼龙片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","甲泼尼龙片","Drug"
"塞来昔布","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","塞来昔布","Drug"
"塞来昔布","Drug","adverseReactions","食管裂孔疝","Disease"
"食管裂孔疝","Disease","adverseReactions","塞来昔布","Drug"
"优立通","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","优立通","Drug"
"多西环素","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","多西环素","Drug"
"曲安奈德","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","曲安奈德","Drug"
"塞欧斯","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","塞欧斯","Drug"
"强克","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","强克","Drug"
"乙胺嘧啶片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","乙胺嘧啶片","Drug"
"格隆溴铵","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","格隆溴铵","Drug"
"多迪","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","多迪","Drug"
"昕维","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","昕维","Drug"
"土霉素片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","土霉素片","Drug"
"呋塞米","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","呋塞米","Drug"
"盐酸四环素片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸四环素片","Drug"
"盐酸四环素胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸四环素胶囊","Drug"
"普瑞巴林胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","普瑞巴林胶囊","Drug"
"阿仑膦酸钠","Drug","adverseReactions","食管溃疡","AdverseReactions"
"食管溃疡","AdverseReactions","adverseReactions","阿仑膦酸钠","Drug"
"阿仑膦酸钠","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","阿仑膦酸钠","Drug"
"畅沛","Drug","adverseReactions","胃食管返流性疾病","AdverseReactions"
"胃食管返流性疾病","AdverseReactions","adverseReactions","畅沛","Drug"
"奈邦","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","奈邦","Drug"
"倍他米松二丙酸倍他米松","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","倍他米松二丙酸倍他米松","Drug"
"匹维溴铵","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","匹维溴铵","Drug"
"美洛昔康片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","美洛昔康片","Drug"
"戴芬","Drug","adverseReactions","食管溃疡","AdverseReactions"
"食管溃疡","AdverseReactions","adverseReactions","戴芬","Drug"
"双氯芬酸钠","Drug","adverseReactions","食管功能障碍","AdverseReactions"
"食管功能障碍","AdverseReactions","adverseReactions","双氯芬酸钠","Drug"
"雷贝拉唑钠片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","雷贝拉唑钠片","Drug"
"雷贝拉唑钠片","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","雷贝拉唑钠片","Drug"
"盐酸美他环素胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸美他环素胶囊","Drug"
"土霉素胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","土霉素胶囊","Drug"
"克力芝","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","克力芝","Drug"
"硫酸奎尼丁片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","硫酸奎尼丁片","Drug"
"伏立康唑胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","伏立康唑胶囊","Drug"
"注射用重组人ii型肿瘤坏死因子受体抗体融合蛋白","Drug","adverseReactions","食管炎/胃炎","AdverseReactions"
"食管炎/胃炎","AdverseReactions","adverseReactions","注射用重组人ii型肿瘤坏死因子受体抗体融合蛋白","Drug"
"注射用重组人ii型肿瘤坏死因子受体抗体融合蛋白","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","注射用重组人ii型肿瘤坏死因子受体抗体融合蛋白","Drug"
"伐地考昔","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","伐地考昔","Drug"
"伐地考昔","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","伐地考昔","Drug"
"双氯芬酸","Drug","adverseReactions","食管功能障碍","AdverseReactions"
"食管功能障碍","AdverseReactions","adverseReactions","双氯芬酸","Drug"
"噻托溴铵吸入粉雾剂","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","噻托溴铵吸入粉雾剂","Drug"
"乙胺嘧啶","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","乙胺嘧啶","Drug"
"乙胺嘧啶","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","乙胺嘧啶","Drug"
"乳酸左氧氟沙星氯化钠注射液","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","乳酸左氧氟沙星氯化钠注射液","Drug"
"双氯芬酸钠双释放肠溶胶囊","Drug","adverseReactions","食管溃疡","AdverseReactions"
"食管溃疡","AdverseReactions","adverseReactions","双氯芬酸钠双释放肠溶胶囊","Drug"
"依托度酸胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","依托度酸胶囊","Drug"
"伐普肽","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","伐普肽","Drug"
"复方聚乙二醇电解质","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","复方聚乙二醇电解质","Drug"
"复方聚乙二醇电解质散","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","复方聚乙二醇电解质散","Drug"
"注射用盐酸阿糖胞苷","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","注射用盐酸阿糖胞苷","Drug"
"醋酸曲安奈德硫酸新霉素麝香草酚","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","醋酸曲安奈德硫酸新霉素麝香草酚","Drug"
"依他普仑","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","依他普仑","Drug"
"注射用盐酸多柔比星","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","注射用盐酸多柔比星","Drug"
"安可清","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","安可清","Drug"
"培美曲塞","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","培美曲塞","Drug"
"培美曲塞","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","培美曲塞","Drug"
"异维a酸","Drug","adverseReactions","食管炎/食管溃疡","AdverseReactions"
"食管炎/食管溃疡","AdverseReactions","adverseReactions","异维a酸","Drug"
"注射用盐酸吉西他滨","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","注射用盐酸吉西他滨","Drug"
"注射用盐酸吉西他滨","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","注射用盐酸吉西他滨","Drug"
"环孢素胶囊","Drug","adverseReactions","食管癌","Disease"
"食管癌","Disease","adverseReactions","环孢素胶囊","Drug"
"环孢素胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","环孢素胶囊","Drug"
"来氟米特","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","来氟米特","Drug"
"克唑替尼胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","克唑替尼胶囊","Drug"
"甲泼尼龙","Drug","adverseReactions","溃疡性食管炎","AdverseReactions"
"溃疡性食管炎","AdverseReactions","adverseReactions","甲泼尼龙","Drug"
"甲泼尼龙","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","甲泼尼龙","Drug"
"美洛昔康胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","美洛昔康胶囊","Drug"
"噻托溴铵粉吸入剂","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","噻托溴铵粉吸入剂","Drug"
"盐酸土霉素片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","盐酸土霉素片","Drug"
"尤金","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","尤金","Drug"
"尼洛替尼","Drug","adverseReactions","胃食管返流","AdverseReactions"
"胃食管返流","AdverseReactions","adverseReactions","尼洛替尼","Drug"
"卡培他滨","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","卡培他滨","Drug"
"依静","Drug","adverseReactions","胃食管反流；4","AdverseReactions"
"胃食管反流；4","AdverseReactions","adverseReactions","依静","Drug"
"依静","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","依静","Drug"
"安尔眠胶囊","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","安尔眠胶囊","Drug"
"丽芝","Drug","adverseReactions","食管出血","Symptom"
"食管出血","Symptom","adverseReactions","丽芝","Drug"
"艾得辛","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","艾得辛","Drug"
"西罗莫司口服溶液","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","西罗莫司口服溶液","Drug"
"四环素片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","四环素片","Drug"
"阿托品","Drug","adverseReactions","食管","Complication"
"食管","Complication","adverseReactions","阿托品","Drug"
"盐酸罗匹尼罗片","Drug","adverseReactions","食管癌","Disease"
"食管癌","Disease","adverseReactions","盐酸罗匹尼罗片","Drug"
"利塞膦酸钠片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","利塞膦酸钠片","Drug"
"兰索拉唑口崩片","Drug","adverseReactions","食管炎","Disease"
"食管炎","Disease","adverseReactions","兰索拉唑口崩片","Drug"
"兰索拉唑口崩片","Drug","adverseReactions","反流食管炎","Disease"
"反流食管炎","Disease","adverseReactions","兰索拉唑口崩片","Drug"
"法莫替丁","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","法莫替丁","Drug"
"尼扎替丁胶囊","Drug","indications","胃食管反流性疾病（GERD）以","Indications"
"胃食管反流性疾病（GERD）以","Indications","indications","尼扎替丁胶囊","Drug"
"尼扎替丁胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","尼扎替丁胶囊","Drug"
"利佳","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","利佳","Drug"
"胃铋镁颗粒","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","胃铋镁颗粒","Drug"
"尼扎替丁分散片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","尼扎替丁分散片","Drug"
"法莫替丁咀嚼片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","法莫替丁咀嚼片","Drug"
"法莫替丁咀嚼片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","法莫替丁咀嚼片","Drug"
"恩谓斯","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","恩谓斯","Drug"
"埃索美拉唑肠溶胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","埃索美拉唑肠溶胶囊","Drug"
"埃索美拉唑肠溶胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","埃索美拉唑肠溶胶囊","Drug"
"磷酸铝","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","磷酸铝","Drug"
"济诺","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","济诺","Drug"
"兰索拉唑肠溶胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","兰索拉唑肠溶胶囊","Drug"
"注射用卡铂","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","注射用卡铂","Drug"
"泮托拉唑","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","泮托拉唑","Drug"
"泮托拉唑","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","泮托拉唑","Drug"
"长春地辛","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","长春地辛","Drug"
"信卫安","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","信卫安","Drug"
"去甲斑蝥酸钠氯化钠注射液","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","去甲斑蝥酸钠氯化钠注射液","Drug"
"克艾宁","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","克艾宁","Drug"
"氯波必利片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","氯波必利片","Drug"
"镁加铝咀嚼片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","镁加铝咀嚼片","Drug"
"镁加铝咀嚼片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","镁加铝咀嚼片","Drug"
"双鲸吉立","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","双鲸吉立","Drug"
"双鲸吉立","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","双鲸吉立","Drug"
"特利加压素","Drug","indications","治疗食管静脉曲张出血","Indications"
"治疗食管静脉曲张出血","Indications","indications","特利加压素","Drug"
"必纳维","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","必纳维","Drug"
"必纳维","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","必纳维","Drug"
"必纳维","Drug","indications","轻度反流性食管炎的治疗全胃肠促动力药","Indications"
"轻度反流性食管炎的治疗全胃肠促动力药","Indications","indications","必纳维","Drug"
"必纳维","Drug","indications","轻度反流性食管炎的治疗","Indications"
"轻度反流性食管炎的治疗","Indications","indications","必纳维","Drug"
"怡瑞","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","怡瑞","Drug"
"怡瑞","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","怡瑞","Drug"
"优玛琳","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","优玛琳","Drug"
"优玛琳","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","优玛琳","Drug"
"泮托拉唑肠溶片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","泮托拉唑肠溶片","Drug"
"泮托拉唑肠溶片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","泮托拉唑肠溶片","Drug"
"莫沙比利","Drug","indications","胃食管反流性疾病","Complication"
"胃食管反流性疾病","Complication","indications","莫沙比利","Drug"
"莫沙比利","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","莫沙比利","Drug"
"奥美拉唑镁片","Drug","indications","胃—食管反流病的烧心感","Indications"
"胃—食管反流病的烧心感","Indications","indications","奥美拉唑镁片","Drug"
"奥美拉唑镁片","Drug","indications","反流性食管炎的维持治疗","Indications"
"反流性食管炎的维持治疗","Indications","indications","奥美拉唑镁片","Drug"
"奥美拉唑镁片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","奥美拉唑镁片","Drug"
"奥美拉唑镁片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥美拉唑镁片","Drug"
"奥克","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥克","Drug"
"奥克","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","奥克","Drug"
"奈达铂","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","奈达铂","Drug"
"奥美拉唑","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥美拉唑","Drug"
"奥美拉唑","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","奥美拉唑","Drug"
"兰索拉唑","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","兰索拉唑","Drug"
"津卫和","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","津卫和","Drug"
"多潘立酮","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","多潘立酮","Drug"
"多潘立酮","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","多潘立酮","Drug"
"平阳霉素","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","平阳霉素","Drug"
"海藻酸铝镁颗粒","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","海藻酸铝镁颗粒","Drug"
"奥美拉唑肠溶胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥美拉唑肠溶胶囊","Drug"
"奥美拉唑肠溶胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","奥美拉唑肠溶胶囊","Drug"
"铝碳酸镁","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","铝碳酸镁","Drug"
"铝碳酸镁","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","铝碳酸镁","Drug"
"奥美拉唑碳酸氢钠胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","奥美拉唑碳酸氢钠胶囊","Drug"
"奥美拉唑碳酸氢钠胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥美拉唑碳酸氢钠胶囊","Drug"
"甘海胃康胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","甘海胃康胶囊","Drug"
"兰百幸","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","兰百幸","Drug"
"依托泊苷","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","依托泊苷","Drug"
"利韦廷","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","利韦廷","Drug"
"利韦廷","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","利韦廷","Drug"
"去甲斑蝥酸钠注射液","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","去甲斑蝥酸钠注射液","Drug"
"雷尼替丁胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","雷尼替丁胶囊","Drug"
"雷尼替丁胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","雷尼替丁胶囊","Drug"
"西咪替丁氯化钠注射液","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","西咪替丁氯化钠注射液","Drug"
"西咪替丁氯化钠注射液","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","西咪替丁氯化钠注射液","Drug"
"博莱优福定","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","博莱优福定","Drug"
"聚桂醇注射液","Drug","indications","内镜下食管曲张静脉出血的急诊止血","Indications"
"内镜下食管曲张静脉出血的急诊止血","Indications","indications","聚桂醇注射液","Drug"
"东药","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","东药","Drug"
"东药","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","东药","Drug"
"凯速特","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","凯速特","Drug"
"凯速特","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","凯速特","Drug"
"甲氧氯普胺","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","甲氧氯普胺","Drug"
"尼扎替丁片","Drug","indications","胃食管反流性疾病（GERD）以","Indications"
"胃食管反流性疾病（GERD）以","Indications","indications","尼扎替丁片","Drug"
"尼扎替丁片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","尼扎替丁片","Drug"
"尼扎替丁片","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","尼扎替丁片","Drug"
"奥力捷","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","奥力捷","Drug"
"甘氨双唑钠","Drug","indications","食管癌","Disease"
"食管癌","Disease","indications","甘氨双唑钠","Drug"
"埃索美拉唑","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","埃索美拉唑","Drug"
"埃索美拉唑","Drug","indications","胃—食管反流病的烧心感","Indications"
"胃—食管反流病的烧心感","Indications","indications","埃索美拉唑","Drug"
"埃索美拉唑","Drug","indications","反流性食管炎的长期治疗","Indications"
"反流性食管炎的长期治疗","Indications","indications","埃索美拉唑","Drug"
"埃索美拉唑","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","埃索美拉唑","Drug"
"注射用埃索美拉唑钠","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","注射用埃索美拉唑钠","Drug"
"唯泰","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","唯泰","Drug"
"兰索拉唑胶囊","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","兰索拉唑胶囊","Drug"
"兰索拉唑胶囊","Drug","indications","反流食管炎","Disease"
"反流食管炎","Disease","indications","兰索拉唑胶囊","Drug"
"兰索拉唑口崩片","Drug","indications","食管炎","Disease"
"食管炎","Disease","indications","兰索拉唑口崩片","Drug"
"车前子车前子外壳","Drug","precautions","怀疑或确诊有肠梗阻或胃肠道，尤其是食管狭窄者禁用。","Precautions"
"怀疑或确诊有肠梗阻或胃肠道，尤其是食管狭窄者禁用。","Precautions","precautions","车前子车前子外壳","Drug"
"洛莫司汀","Drug","precautions","肝肾功能减退、骨髓抑制和感染、有溃疡病或食管静脉曲张者慎用。","Precautions"
